Amount,Broker_Status,Broker_Tier,Client_Risk_Rating,Credit_Score_2,Credit_Score_1,Current_Term_Months,Employment_Status_Borrower_2,Employment_Status,Global_Debt_Ratio,Interest_Rate,Loan_To_Value,Mortgage_Position,Mortgage_Purpose,Occupancy_Type,Property_Type,Self_Employed,Total_Debt_Service_Ratio,Approved
380542,Approved,Key Account,4,646,793,44,Other,Self-employed,66.5,4.68,16,1,Equity Takeout,Rent To Own,Row,True,88.2,0.0
919243,Approved,Non Key Account,4,528,749,46,Commissions,Commissions,82.3,9.74,21,2,Refinance for Debt Consolidation,Owner,Row,False,99.3,1.0
747622,Approved,Non Key Account,3,626,418,9,Commissions,Salary,84.2,4.65,54,1,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,89.4,0.0
422938,Watch List,Non Key Account,4,829,628,40,Hourly,Contract,26.3,4.68,79,3,Purchase,Rental,Apartment Low Rise,False,79.2,0.0
1345633,Watch List,Non Key Account,3,575,781,48,Contract,Salary,63.0,7.05,49,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,75.4,0.0
763367,Watch List,Key Account,3,806,455,32,Salary,Other,23.0,5.69,38,2,Equity Takeout,Rent To Own,Single,False,53.9,0.0
1163470,Approved,Key Account,5,568,754,1,Pension,Other,56.4,9.75,14,1,Equity Takeout,Rental,Semi-detached,False,86.7,0.0
626903,Watch List,Key Account,4,753,602,44,Contract,Pension,47.5,4.69,58,2,Purchase,Rental,Apartment Low Rise,False,74.2,0.0
287264,Deactivated,Non Key Account,3,470,558,36,Contract,Pension,2.9,8.58,59,1,Purchase,Rental,Apartment High Rise,False,48.0,0.0
651292,Approved,Key Account,3,796,594,25,Contract,Pension,27.6,4.9,57,3,Equity Takeout,Rental,Apartment High Rise,False,34.9,0.0
684891,Watch List,Key Account,4,767,861,46,Self-employed,Hourly,9.6,4.77,42,2,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,80.7,1.0
1071778,Watch List,Key Account,2,726,822,58,Pension,Salary,2.3,4.29,70,1,Equity Takeout,Rental,Apartment High Rise,False,86.3,0.0
764966,Watch List,Non Key Account,3,492,810,58,Other,Hourly,34.9,6.66,76,1,Purchase Rent to Own,Rent To Own,Row,False,52.4,0.0
791899,Watch List,Key Account,5,772,812,2,Salary,Contract,68.1,7.23,23,2,Purchase,Rent To Own,Apartment Low Rise,False,75.0,0.0
316906,Approved,Key Account,6,794,826,36,Pension,Self-employed,22.1,5.39,40,1,Refinance,Rental,Apartment Low Rise,True,60.6,1.0
1084446,Approved,Key Account,2,861,461,2,Salary,Other,22.3,5.79,9,3,Purchase,Rent To Own,Apartment Low Rise,False,64.5,0.0
1006277,Approved,Non Key Account,2,481,431,33,Hourly,Salary,21.0,9.46,71,3,Refinance,Owner,Row,False,77.6,1.0
741359,Approved,Non Key Account,3,643,487,52,Hourly,Pension,86.4,8.47,69,2,Purchase Rent to Own,Rent To Own,Row,False,90.0,0.0
1135221,Approved,Non Key Account,3,682,703,45,Contract,Pension,63.0,4.4,62,1,Purchase,Owner,Apartment High Rise,False,87.2,0.0
178639,Watch List,Non Key Account,2,483,715,49,Salary,Pension,20.4,4.67,8,3,Refinance,Rental,Row,False,85.2,0.0
883397,Approved,Key Account,4,438,557,14,Self-employed,Other,57.0,6.44,29,2,Equity Takeout,Rent To Own,Single,False,99.9,0.0
1489331,Approved,Key Account,2,743,818,19,Pension,Contract,29.2,5.27,74,3,Equity Takeout,Rent To Own,Single,False,72.4,0.0
1007033,Watch List,Non Key Account,3,760,525,56,Pension,Commissions,18.6,4.57,59,2,Refinance,Rent To Own,Apartment High Rise,False,44.6,0.0
509190,Deactivated,Key Account,4,552,679,20,Commissions,Contract,41.8,8.71,6,3,Refinance,Rental,Semi-detached,False,79.2,0.0
913426,Approved,Key Account,4,771,441,10,Contract,Hourly,39.7,8.59,30,1,Refinance,Rent To Own,Apartment High Rise,False,99.2,1.0
1010190,Approved,Non Key Account,4,772,658,44,Salary,Hourly,1.1,6.48,6,1,Purchase Rent to Own,Rent To Own,Row,False,72.5,0.0
1450593,Watch List,Key Account,4,684,618,59,Commissions,Other,7.7,7.54,59,2,Equity Takeout,Rental,Single,False,32.6,0.0
720146,Approved,Non Key Account,4,615,773,31,Other,Self-employed,82.0,4.99,50,1,Purchase Rent to Own,Rent To Own,Single,True,82.8,0.0
696666,Watch List,Key Account,2,837,462,48,Self-employed,Commissions,55.9,5.48,40,1,Purchase Rent to Own,Rent To Own,Semi-detached,False,90.6,0.0
1445697,Approved,Key Account,5,845,585,15,Hourly,Contract,33.4,7.31,40,1,Equity Takeout,Rent To Own,Apartment High Rise,False,76.5,0.0
824852,Watch List,Non Key Account,3,552,793,52,Commissions,Commissions,38.7,6.76,21,2,Refinance,Owner,Apartment High Rise,False,97.3,0.0
1472949,Deactivated,Key Account,3,593,453,0,Contract,Hourly,85.6,6.56,34,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,99.7,0.0
1315849,Approved,Key Account,3,491,695,8,Commissions,Self-employed,74.9,7.43,50,3,Equity Takeout,Rental,Apartment High Rise,True,76.2,0.0
767270,Watch List,Key Account,5,739,741,9,Pension,Pension,32.0,5.94,68,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,57.5,0.0
1333305,Watch List,Non Key Account,3,580,665,42,Hourly,Commissions,84.1,9.78,76,1,Refinance,Owner,Semi-detached,False,93.2,1.0
182074,Deactivated,Non Key Account,4,795,616,4,Pension,Pension,80.4,5.91,44,2,Equity Takeout,Owner,Row,False,84.3,0.0
246316,Approved,Key Account,3,426,562,36,Hourly,Hourly,89.1,5.97,24,1,Purchase,Rental,Row,False,93.6,0.0
1316709,Watch List,Non Key Account,3,553,658,1,Salary,Commissions,7.7,6.54,40,1,Refinance,Owner,Single,False,72.4,0.0
1037627,Deactivated,Non Key Account,4,457,439,52,Commissions,Pension,73.3,4.33,31,1,Purchase Rent to Own,Rent To Own,Semi-detached,False,98.2,0.0
1295530,Approved,Key Account,3,679,677,6,Commissions,Pension,68.7,5.09,52,3,Equity Takeout,Rent To Own,Single,False,80.9,0.0
1273068,Approved,Non Key Account,3,737,753,49,Self-employed,Self-employed,62.3,5.61,80,1,Purchase,Rent To Own,Row,True,94.0,0.0
1043461,Approved,Key Account,2,611,894,21,Pension,Contract,10.5,5.5,15,3,Purchase Rent to Own,Rent To Own,Semi-detached,False,25.5,1.0
807038,Approved,Key Account,4,649,659,57,Salary,Other,34.2,5.69,24,3,Equity Takeout,Rent To Own,Single,False,56.7,0.0
236259,Approved,Key Account,4,516,489,41,Contract,Other,92.7,7.57,75,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,94.5,1.0
175232,Watch List,Key Account,5,785,693,16,Contract,Contract,11.7,9.93,79,3,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,76.2,1.0
944683,Watch List,Key Account,4,578,409,17,Pension,Self-employed,86.6,4.48,11,3,Refinance for Debt Consolidation,Rent To Own,Row,True,87.3,0.0
278275,Approved,Key Account,4,481,494,11,Other,Hourly,46.3,6.19,51,2,Purchase,Rental,Semi-detached,False,84.9,1.0
868039,Watch List,Non Key Account,5,732,838,5,Other,Commissions,14.0,9.37,62,2,Equity Takeout,Rental,Row,False,82.5,0.0
121941,Approved,Key Account,4,521,470,27,Pension,Commissions,73.1,7.57,15,1,Refinance,Rental,Apartment Low Rise,False,94.2,0.0
971131,Approved,Non Key Account,3,877,783,2,Salary,Pension,53.8,4.18,79,3,Equity Takeout,Rent To Own,Semi-detached,False,94.2,0.0
668908,Watch List,Key Account,2,531,827,32,Other,Contract,2.7,8.05,11,2,Purchase,Rent To Own,Apartment Low Rise,False,79.5,0.0
465581,Approved,Non Key Account,3,827,407,46,Hourly,Pension,99.8,8.32,55,3,Refinance for Debt Consolidation,Owner,Row,False,99.9,1.0
425703,Watch List,Non Key Account,5,586,782,54,Contract,Salary,72.1,8.8,48,2,Purchase Rent to Own,Rent To Own,Single,False,95.7,0.0
287524,Watch List,Key Account,5,616,428,9,Hourly,Other,39.5,5.58,43,3,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,97.3,1.0
673173,Approved,Non Key Account,5,425,464,6,Commissions,Salary,17.3,8.92,69,3,Equity Takeout,Rental,Row,False,46.7,0.0
1453583,Approved,Key Account,3,891,727,4,Hourly,Other,88.2,6.36,6,1,Refinance,Rent To Own,Row,False,92.7,1.0
120297,Approved,Non Key Account,4,619,543,55,Self-employed,Hourly,50.6,8.34,58,3,Equity Takeout,Rent To Own,Single,False,72.8,0.0
1070379,Watch List,Key Account,4,867,682,52,Hourly,Pension,64.1,5.38,47,2,Purchase,Rent To Own,Row,False,82.9,0.0
474858,Approved,Non Key Account,2,791,476,51,Self-employed,Commissions,54.4,6.31,33,2,Equity Takeout,Rent To Own,Apartment Low Rise,False,63.6,0.0
1233140,Approved,Key Account,3,886,731,57,Hourly,Commissions,11.5,5.37,29,2,Refinance for Debt Consolidation,Owner,Semi-detached,False,27.2,1.0
1169842,Approved,Key Account,3,829,469,53,Salary,Salary,80.1,6.58,28,1,Refinance,Rent To Own,Row,False,92.6,0.0
989340,Approved,Non Key Account,3,751,650,56,Hourly,Hourly,53.3,5.36,31,2,Equity Takeout,Rent To Own,Apartment High Rise,False,77.2,0.0
535717,Approved,Key Account,6,743,742,19,Contract,Contract,3.5,8.9,27,2,Equity Takeout,Rental,Semi-detached,False,46.4,1.0
1436421,Approved,Non Key Account,5,443,697,8,Other,Contract,93.6,8.42,68,2,Refinance for Debt Consolidation,Rental,Row,False,96.5,0.0
574098,Approved,Key Account,4,506,529,18,Pension,Hourly,26.4,8.89,17,1,Purchase Rent to Own,Owner,Apartment Low Rise,False,51.5,1.0
1349946,Approved,Non Key Account,3,434,449,40,Contract,Contract,59.3,5.12,76,2,Equity Takeout,Rental,Single,False,92.7,0.0
1260730,Watch List,Key Account,2,882,450,22,Hourly,Hourly,69.0,9.56,28,1,Refinance,Owner,Row,False,94.8,1.0
541683,Approved,Key Account,4,596,431,26,Commissions,Pension,2.7,6.28,40,3,Equity Takeout,Rent To Own,Apartment Low Rise,False,74.5,0.0
1012209,Approved,Non Key Account,4,798,827,32,Hourly,Contract,16.0,4.19,15,3,Equity Takeout,Rent To Own,Single,False,88.9,0.0
176287,Approved,Non Key Account,2,731,482,1,Salary,Commissions,29.2,6.38,25,1,Purchase,Owner,Apartment High Rise,False,87.0,0.0
1302996,Watch List,Non Key Account,4,438,404,48,Hourly,Other,95.3,6.24,66,2,Purchase,Owner,Row,False,98.7,0.0
1140711,Deactivated,Key Account,4,466,738,3,Contract,Pension,29.8,8.17,60,1,Purchase,Rent To Own,Apartment High Rise,False,97.5,0.0
362985,Watch List,Non Key Account,4,651,567,26,Pension,Pension,96.9,4.42,60,1,Refinance,Rent To Own,Apartment High Rise,False,97.4,0.0
681395,Watch List,Key Account,3,653,617,32,Hourly,Self-employed,7.5,8.86,73,1,Purchase Rent to Own,Rental,Semi-detached,True,30.4,0.0
951365,Approved,Key Account,2,795,600,54,Self-employed,Other,2.9,8.4,59,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,27.7,0.0
879421,Approved,Key Account,3,552,778,22,Contract,Commissions,87.2,7.25,52,3,Refinance,Rental,Row,False,97.0,1.0
454486,Approved,Key Account,3,506,404,5,Pension,Salary,76.2,6.65,64,2,Purchase Rent to Own,Rental,Single,False,83.6,0.0
611251,Watch List,Key Account,4,887,678,31,Other,Salary,79.5,8.3,22,3,Purchase,Rent To Own,Apartment High Rise,False,83.8,0.0
742901,Approved,Non Key Account,5,764,684,55,Self-employed,Other,66.5,6.63,6,1,Refinance for Debt Consolidation,Owner,Row,False,86.7,1.0
389899,Approved,Non Key Account,3,402,600,42,Salary,Salary,67.9,8.8,26,2,Refinance,Rent To Own,Apartment Low Rise,False,74.1,0.0
929046,Approved,Key Account,3,411,575,47,Salary,Self-employed,67.2,5.16,60,2,Purchase Rent to Own,Owner,Apartment High Rise,True,68.9,0.0
1455180,Approved,Non Key Account,5,760,853,50,Hourly,Pension,62.7,8.72,41,1,Refinance for Debt Consolidation,Rental,Single,False,90.0,1.0
160066,Approved,Key Account,5,610,537,32,Commissions,Self-employed,29.0,9.86,70,1,Refinance,Rental,Single,True,87.3,0.0
398277,Watch List,Non Key Account,4,564,714,31,Self-employed,Salary,83.2,4.21,38,2,Refinance for Debt Consolidation,Rental,Single,False,88.2,0.0
762046,Approved,Non Key Account,4,860,879,20,Salary,Salary,73.6,7.92,12,3,Equity Takeout,Owner,Single,False,81.1,0.0
1490936,Approved,Key Account,4,429,693,27,Salary,Self-employed,32.4,9.68,76,2,Refinance for Debt Consolidation,Rental,Single,True,77.9,0.0
809033,Approved,Non Key Account,4,445,811,20,Self-employed,Hourly,4.4,5.14,56,2,Purchase Rent to Own,Owner,Apartment Low Rise,False,51.6,0.0
427873,Deactivated,Key Account,4,842,725,60,Hourly,Hourly,2.5,7.21,72,2,Equity Takeout,Rental,Apartment High Rise,False,6.2,1.0
743637,Approved,Non Key Account,2,788,647,10,Other,Salary,94.2,5.9,12,2,Purchase,Rent To Own,Semi-detached,False,97.5,0.0
1477163,Watch List,Non Key Account,4,620,538,37,Salary,Pension,23.3,4.53,67,2,Refinance,Owner,Single,False,27.6,0.0
1430785,Watch List,Key Account,3,721,410,18,Other,Contract,94.8,6.82,78,2,Purchase,Owner,Semi-detached,False,99.9,0.0
520707,Approved,Key Account,5,507,660,17,Self-employed,Other,49.5,7.86,73,1,Equity Takeout,Rent To Own,Row,False,55.4,0.0
1322247,Approved,Key Account,3,801,521,0,Self-employed,Commissions,36.7,5.93,29,3,Purchase Rent to Own,Owner,Semi-detached,False,82.8,1.0
318969,Approved,Non Key Account,4,883,804,26,Hourly,Self-employed,81.9,6.45,33,1,Refinance,Owner,Single,True,93.1,0.0
1470741,Approved,Key Account,4,712,530,16,Contract,Hourly,10.4,9.12,16,3,Purchase,Rent To Own,Apartment Low Rise,False,69.9,1.0
1172959,Approved,Non Key Account,4,747,741,58,Hourly,Self-employed,72.7,7.06,40,2,Refinance for Debt Consolidation,Owner,Single,True,96.5,0.0
617125,Approved,Key Account,4,776,421,52,Salary,Self-employed,84.4,8.88,61,2,Equity Takeout,Owner,Semi-detached,True,90.2,1.0
214207,Approved,Key Account,5,448,720,17,Self-employed,Self-employed,62.2,9.58,39,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,True,78.7,1.0
725344,Approved,Non Key Account,5,468,457,42,Other,Other,59.3,9.11,62,2,Purchase,Owner,Single,False,82.0,0.0
821158,Approved,Non Key Account,2,736,502,46,Commissions,Pension,95.3,5.3,54,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,False,100.0,0.0
334319,Approved,Non Key Account,5,691,775,35,Salary,Salary,77.5,5.57,37,1,Purchase,Owner,Apartment Low Rise,False,97.2,0.0
238626,Approved,Key Account,4,408,699,34,Salary,Pension,40.1,9.98,51,2,Purchase Rent to Own,Owner,Apartment Low Rise,False,78.6,0.0
1195638,Approved,Key Account,3,857,510,0,Self-employed,Hourly,45.8,9.07,72,1,Purchase Rent to Own,Rental,Semi-detached,False,99.8,0.0
525864,Approved,Key Account,3,875,752,20,Commissions,Other,67.9,8.2,9,3,Purchase,Owner,Apartment Low Rise,False,99.8,0.0
366370,Deactivated,Non Key Account,4,574,659,18,Contract,Self-employed,29.5,7.37,7,1,Equity Takeout,Rental,Semi-detached,True,90.1,0.0
647416,Approved,Key Account,3,539,675,11,Self-employed,Pension,99.0,7.27,15,2,Refinance,Rental,Semi-detached,False,99.9,0.0
1108086,Watch List,Non Key Account,3,447,582,21,Other,Salary,97.8,6.77,58,1,Refinance,Owner,Row,False,98.6,0.0
1378268,Approved,Non Key Account,4,829,510,24,Commissions,Pension,92.4,4.73,62,1,Refinance,Owner,Apartment Low Rise,False,97.4,0.0
1220668,Approved,Non Key Account,4,657,649,17,Pension,Contract,21.4,5.27,46,1,Refinance,Owner,Single,False,83.7,0.0
758731,Approved,Non Key Account,4,754,836,36,Hourly,Salary,78.9,6.5,18,1,Purchase,Rent To Own,Row,False,100.0,0.0
1311943,Approved,Non Key Account,3,594,897,34,Commissions,Other,23.9,5.78,41,2,Equity Takeout,Rental,Apartment Low Rise,False,99.2,0.0
1402662,Approved,Non Key Account,5,652,696,54,Other,Contract,59.6,4.38,66,1,Refinance for Debt Consolidation,Rental,Row,False,62.8,0.0
1304809,Approved,Non Key Account,3,896,787,50,Other,Contract,85.9,7.37,49,3,Refinance,Rent To Own,Apartment Low Rise,False,91.1,0.0
941617,Approved,Key Account,4,754,853,43,Commissions,Contract,12.4,6.9,78,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,41.4,1.0
530240,Approved,Key Account,4,728,705,14,Salary,Pension,87.7,7.5,73,1,Purchase Rent to Own,Rent To Own,Single,False,92.4,0.0
943894,Approved,Key Account,3,898,435,29,Contract,Commissions,43.3,6.67,40,2,Equity Takeout,Rental,Apartment Low Rise,False,51.8,0.0
899440,Approved,Non Key Account,2,676,716,20,Other,Pension,18.5,5.89,80,1,Purchase,Rent To Own,Apartment High Rise,False,63.9,0.0
556374,Approved,Non Key Account,3,596,774,48,Contract,Salary,69.1,9.81,56,1,Refinance for Debt Consolidation,Rental,Semi-detached,False,95.7,1.0
627979,Approved,Non Key Account,3,457,774,20,Self-employed,Hourly,73.7,5.59,38,1,Equity Takeout,Owner,Semi-detached,False,93.4,0.0
313894,Watch List,Non Key Account,4,736,504,24,Pension,Pension,25.5,4.93,18,1,Equity Takeout,Rent To Own,Apartment High Rise,False,38.8,0.0
1369975,Approved,Non Key Account,4,632,647,15,Pension,Pension,29.1,9.92,7,2,Equity Takeout,Owner,Single,False,66.8,0.0
1289693,Watch List,Non Key Account,5,523,426,57,Hourly,Commissions,15.4,5.5,23,2,Purchase Rent to Own,Owner,Apartment High Rise,False,62.0,0.0
1166398,Approved,Key Account,4,740,645,30,Contract,Salary,12.5,9.95,65,2,Equity Takeout,Rental,Single,False,28.5,0.0
625082,Approved,Key Account,4,727,545,40,Contract,Salary,83.6,5.19,63,1,Purchase,Rent To Own,Apartment Low Rise,False,99.0,0.0
808215,Approved,Non Key Account,4,633,439,38,Contract,Other,80.6,4.53,63,2,Refinance,Owner,Semi-detached,False,97.7,0.0
790007,Watch List,Key Account,4,510,762,51,Salary,Hourly,53.1,6.13,42,1,Purchase Rent to Own,Owner,Row,False,82.1,0.0
636197,Watch List,Non Key Account,4,482,775,47,Pension,Self-employed,25.3,4.89,68,1,Refinance for Debt Consolidation,Owner,Semi-detached,True,88.0,0.0
260912,Approved,Non Key Account,5,535,813,44,Hourly,Other,56.4,7.21,16,1,Purchase Rent to Own,Rental,Single,False,61.6,0.0
853308,Approved,Key Account,3,623,722,59,Self-employed,Contract,40.6,4.3,58,3,Refinance for Debt Consolidation,Rental,Single,False,96.2,0.0
1240346,Deactivated,Key Account,4,610,722,1,Contract,Salary,40.0,6.97,29,3,Refinance,Rental,Single,False,69.2,0.0
1305403,Watch List,Key Account,2,572,771,2,Other,Other,47.5,9.81,5,1,Refinance,Rental,Apartment Low Rise,False,64.3,0.0
725039,Approved,Key Account,5,475,833,51,Self-employed,Hourly,22.3,9.78,62,1,Equity Takeout,Owner,Single,False,30.9,0.0
718633,Deactivated,Non Key Account,3,615,591,43,Commissions,Other,13.6,9.09,32,2,Purchase,Rent To Own,Apartment High Rise,False,40.7,0.0
506523,Approved,Key Account,4,833,819,0,Commissions,Salary,9.7,6.02,71,1,Refinance for Debt Consolidation,Owner,Single,False,79.9,0.0
1379030,Approved,Key Account,4,442,590,31,Hourly,Self-employed,92.1,4.94,48,3,Refinance,Rental,Single,True,94.4,0.0
1470523,Approved,Key Account,5,419,490,39,Contract,Commissions,61.8,4.36,59,2,Purchase Rent to Own,Rental,Semi-detached,False,79.1,0.0
647076,Approved,Key Account,4,779,556,58,Pension,Other,8.4,5.82,7,2,Purchase,Rent To Own,Apartment High Rise,False,28.6,0.0
967890,Approved,Key Account,4,872,760,40,Self-employed,Salary,3.4,4.59,49,2,Purchase,Rent To Own,Apartment Low Rise,False,45.8,0.0
1148027,Deactivated,Non Key Account,3,444,677,33,Salary,Other,14.3,5.3,8,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,41.1,0.0
1139233,Approved,Key Account,3,713,667,35,Salary,Hourly,49.0,8.03,33,2,Purchase Rent to Own,Rent To Own,Row,False,83.1,1.0
131837,Approved,Non Key Account,5,672,509,25,Self-employed,Salary,37.9,9.02,8,1,Refinance,Owner,Row,False,63.6,0.0
1275908,Watch List,Key Account,5,652,553,16,Salary,Self-employed,96.4,5.08,35,1,Refinance for Debt Consolidation,Rental,Apartment Low Rise,True,97.2,0.0
603966,Approved,Key Account,3,863,629,25,Salary,Hourly,51.6,9.08,66,1,Purchase,Rental,Row,False,54.7,0.0
839052,Approved,Non Key Account,2,881,715,28,Commissions,Pension,16.2,6.52,7,2,Purchase,Rental,Apartment Low Rise,False,36.5,0.0
473285,Watch List,Key Account,4,802,657,1,Salary,Self-employed,47.9,5.29,39,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,True,60.0,0.0
692668,Watch List,Key Account,3,794,674,33,Contract,Pension,54.1,9.02,11,3,Refinance for Debt Consolidation,Rental,Semi-detached,False,61.2,0.0
1013760,Approved,Key Account,2,592,645,28,Self-employed,Salary,17.9,6.13,72,3,Purchase Rent to Own,Rent To Own,Semi-detached,False,18.5,0.0
652695,Approved,Key Account,3,515,614,41,Salary,Commissions,59.7,7.12,57,2,Refinance,Rent To Own,Apartment High Rise,False,77.8,0.0
194545,Approved,Non Key Account,5,817,437,34,Other,Other,17.1,7.2,28,1,Equity Takeout,Owner,Single,False,60.9,0.0
737069,Watch List,Key Account,4,687,485,58,Hourly,Pension,79.4,5.45,75,3,Refinance,Rental,Apartment High Rise,False,99.1,0.0
785151,Watch List,Key Account,3,584,580,43,Self-employed,Contract,48.1,4.26,68,3,Purchase Rent to Own,Rental,Single,False,92.9,0.0
506919,Approved,Key Account,2,886,862,8,Salary,Contract,11.2,6.71,76,2,Refinance,Owner,Semi-detached,False,38.0,0.0
709385,Approved,Key Account,3,769,597,1,Contract,Self-employed,74.9,4.91,5,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,True,97.2,0.0
1210679,Approved,Non Key Account,4,531,739,40,Pension,Salary,19.3,6.95,49,2,Refinance for Debt Consolidation,Rent To Own,Semi-detached,False,94.6,0.0
209063,Approved,Non Key Account,4,811,616,4,Self-employed,Hourly,3.5,9.4,29,1,Refinance,Rental,Apartment Low Rise,False,41.4,1.0
634628,Approved,Non Key Account,3,896,697,23,Commissions,Other,83.0,4.99,74,1,Refinance for Debt Consolidation,Rental,Row,False,90.1,0.0
825617,Approved,Key Account,4,496,711,58,Contract,Self-employed,39.6,9.43,79,2,Purchase Rent to Own,Owner,Semi-detached,True,40.9,0.0
1288420,Watch List,Non Key Account,5,798,602,26,Pension,Self-employed,85.2,4.94,47,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,True,90.2,0.0
938870,Watch List,Key Account,2,612,620,58,Contract,Salary,69.4,8.2,35,3,Equity Takeout,Rent To Own,Single,False,99.1,0.0
1134800,Deactivated,Key Account,5,688,442,56,Commissions,Self-employed,4.3,4.63,73,1,Equity Takeout,Rent To Own,Row,True,76.8,0.0
575649,Approved,Key Account,3,812,580,52,Commissions,Hourly,86.8,4.81,61,3,Equity Takeout,Owner,Single,False,97.7,1.0
441024,Approved,Key Account,4,700,777,29,Other,Commissions,0.6,7.45,7,2,Purchase Rent to Own,Rent To Own,Single,False,15.7,0.0
959428,Deactivated,Key Account,4,426,449,52,Commissions,Commissions,97.2,9.63,62,3,Purchase,Rental,Single,False,99.8,0.0
776411,Approved,Non Key Account,4,793,836,40,Self-employed,Other,6.3,8.31,77,1,Purchase,Rental,Apartment High Rise,False,29.9,0.0
692943,Deactivated,Key Account,3,799,520,0,Other,Hourly,20.6,7.34,10,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,False,31.6,0.0
306825,Approved,Key Account,4,886,418,39,Pension,Salary,34.0,6.59,70,2,Refinance,Rental,Apartment Low Rise,False,90.8,0.0
910271,Approved,Non Key Account,5,514,528,29,Self-employed,Contract,72.6,6.82,26,2,Equity Takeout,Rental,Single,False,88.1,0.0
602486,Approved,Key Account,4,823,861,38,Other,Pension,81.1,4.71,32,2,Equity Takeout,Owner,Row,False,81.3,0.0
1199044,Approved,Non Key Account,5,655,731,37,Contract,Self-employed,34.8,9.76,69,2,Purchase,Owner,Single,True,37.0,0.0
849750,Approved,Key Account,3,693,673,51,Pension,Salary,91.1,4.21,51,1,Refinance,Rental,Single,False,99.2,0.0
1157585,Watch List,Key Account,2,428,702,40,Pension,Salary,16.1,9.39,77,2,Purchase,Rental,Apartment Low Rise,False,62.4,0.0
1469086,Approved,Key Account,5,900,721,29,Commissions,Self-employed,33.8,5.14,6,2,Equity Takeout,Rental,Single,True,67.9,0.0
1030513,Approved,Non Key Account,2,632,523,4,Self-employed,Hourly,20.1,4.29,56,2,Purchase Rent to Own,Owner,Apartment High Rise,False,85.8,0.0
1428497,Approved,Non Key Account,6,426,774,37,Hourly,Pension,39.2,6.62,61,3,Refinance,Rent To Own,Row,False,78.6,0.0
1358653,Approved,Non Key Account,4,597,446,49,Salary,Self-employed,58.1,4.54,63,3,Refinance for Debt Consolidation,Rental,Semi-detached,True,91.2,0.0
1001540,Watch List,Key Account,4,557,711,42,Other,Hourly,72.0,8.52,12,1,Purchase Rent to Own,Owner,Semi-detached,False,83.9,1.0
1418451,Watch List,Key Account,2,754,831,1,Contract,Pension,92.5,7.39,7,1,Purchase,Owner,Single,False,92.8,0.0
958693,Approved,Key Account,3,746,775,60,Hourly,Pension,10.6,7.67,16,1,Refinance,Rental,Single,False,64.6,0.0
630207,Deactivated,Non Key Account,3,512,685,12,Salary,Salary,63.2,4.5,60,2,Purchase,Owner,Row,False,75.4,0.0
1166436,Approved,Key Account,3,545,864,49,Commissions,Hourly,28.1,6.37,55,3,Refinance for Debt Consolidation,Rental,Single,False,85.6,0.0
635500,Approved,Key Account,4,631,536,23,Pension,Contract,95.5,9.07,15,2,Purchase Rent to Own,Rental,Row,False,96.2,1.0
1375432,Approved,Non Key Account,4,882,625,11,Hourly,Pension,84.5,4.54,55,1,Equity Takeout,Rental,Apartment Low Rise,False,87.4,0.0
1218662,Approved,Non Key Account,4,639,543,54,Pension,Self-employed,19.0,8.99,8,3,Purchase,Owner,Row,True,45.4,0.0
542812,Approved,Key Account,5,537,896,6,Self-employed,Contract,88.4,4.85,26,3,Purchase Rent to Own,Rental,Single,False,93.2,0.0
1146070,Approved,Key Account,3,786,784,14,Pension,Other,53.1,8.54,49,2,Purchase,Rental,Row,False,70.5,0.0
497911,Watch List,Non Key Account,4,511,893,43,Pension,Hourly,81.6,8.32,24,1,Purchase Rent to Own,Owner,Apartment High Rise,False,96.7,0.0
1175452,Approved,Key Account,4,802,542,26,Pension,Commissions,43.9,9.65,55,2,Refinance,Owner,Semi-detached,False,97.2,1.0
1229742,Approved,Non Key Account,5,414,579,55,Pension,Contract,14.0,6.89,22,1,Purchase,Rent To Own,Single,False,70.1,0.0
535201,Approved,Non Key Account,4,553,570,59,Self-employed,Contract,32.9,7.9,40,2,Equity Takeout,Rental,Single,False,52.2,0.0
960990,Approved,Key Account,4,757,590,46,Pension,Contract,10.0,8.46,71,3,Purchase,Owner,Semi-detached,False,39.8,1.0
364762,Approved,Non Key Account,2,900,822,19,Commissions,Other,15.3,7.48,70,1,Purchase,Rent To Own,Apartment High Rise,False,48.6,0.0
